t_s,gpu_util_pct,mem_used_mib,power_w,temp_c,sclk_mhz,mclk_mhz,util_nc0,host_mem_used_mib
312.06,0.0,3884.1,,,,,0.0,2606.0
313.06,0.0,3884.1,,,,,0.0,2606.0
314.06,0.0,3884.1,,,,,0.0,2606.0
315.06,0.0,3884.1,,,,,0.0,2606.0
316.06,0.0,3884.1,,,,,0.0,2606.0
317.06,0.0,3884.1,,,,,0.0,2606.0
318.06,0.0,3884.1,,,,,0.0,2606.0
319.06,0.0,3884.1,,,,,0.0,2606.0
320.06,0.0,3884.1,,,,,0.0,2606.0
321.06,0.0,3884.1,,,,,0.0,2606.0
322.06,0.0,3884.1,,,,,0.0,2606.0
323.06,0.0,3884.1,,,,,0.0,2606.0
324.06,0.0,3884.1,,,,,0.0,2606.0
325.06,0.0,3884.1,,,,,0.0,2606.0
326.06,0.0,3884.1,,,,,0.0,2606.0
327.06,0.0,3884.1,,,,,0.0,2606.0
328.06,0.0,3884.1,,,,,0.0,2606.0
329.06,0.0,3884.1,,,,,0.0,2606.0
330.06,0.0,3884.1,,,,,0.0,2606.0
331.06,0.0,3884.1,,,,,0.0,2606.0
332.06,0.0,3884.1,,,,,0.0,2606.0
333.06,0.0,3884.1,,,,,0.0,2606.0
334.06,0.0,3884.1,,,,,0.0,2606.0
335.06,0.0,3884.1,,,,,0.0,2606.0
336.06,0.0,3884.1,,,,,0.0,2606.0
337.06,0.0,3884.1,,,,,0.0,2606.0
338.06,0.0,3884.1,,,,,0.0,2606.0
339.06,0.0,3884.1,,,,,0.0,2606.0
340.06,0.0,3884.1,,,,,0.0,2606.0
341.06,0.0,3884.1,,,,,0.0,2606.0
342.06,0.0,3884.1,,,,,0.0,2606.0
343.06,0.0,3884.1,,,,,0.0,2606.0
344.06,0.0,3884.1,,,,,0.0,2606.0
345.06,0.0,3884.1,,,,,0.0,2606.0
346.06,0.0,3884.1,,,,,0.0,2606.0
347.06,0.0,3884.1,,,,,0.0,2606.0
348.06,0.0,3884.1,,,,,0.0,2606.0
349.06,0.0,3884.1,,,,,0.0,2606.0
350.06,0.0,3884.1,,,,,0.0,2606.0
351.06,0.0,3884.1,,,,,0.0,2606.0
352.06,0.0,3884.1,,,,,0.0,2606.0
353.06,0.0,3884.1,,,,,0.0,2606.0
354.06,0.0,3884.1,,,,,0.0,2606.0
355.06,0.0,3884.1,,,,,0.0,2606.0
356.06,0.0,3884.1,,,,,0.0,2606.0
357.06,0.0,3884.1,,,,,0.0,2606.0
358.06,0.0,3884.1,,,,,0.0,2606.0
359.06,0.0,3884.1,,,,,0.0,2606.0
360.06,0.0,3884.1,,,,,0.0,2606.0
361.06,0.0,3884.1,,,,,0.0,2606.0
362.06,0.0,3884.1,,,,,0.0,2606.0
363.06,0.0,3884.1,,,,,0.0,2606.0
364.06,0.0,3884.1,,,,,0.0,2606.0
365.06,0.0,3884.1,,,,,0.0,2606.0
366.06,0.0,3884.1,,,,,0.0,2606.0
367.06,0.0,3884.1,,,,,0.0,2606.0
368.06,0.0,3884.1,,,,,0.0,2606.0
369.06,0.0,3884.1,,,,,0.0,2606.0
370.06,0.0,3884.1,,,,,0.0,2606.0
371.06,0.0,3884.1,,,,,0.0,2606.0
372.06,0.0,3884.1,,,,,0.0,2606.0
373.06,0.0,3884.1,,,,,0.0,2606.0
374.06,0.0,3884.1,,,,,0.0,2606.0
375.06,0.0,3884.1,,,,,0.0,2606.0
376.06,0.0,3884.1,,,,,0.0,2606.0
377.06,0.0,3884.1,,,,,0.0,2606.0
378.06,0.0,3884.1,,,,,0.0,2606.0
379.06,0.0,3884.1,,,,,0.0,2606.0
380.06,0.0,3884.1,,,,,0.0,2606.0
381.06,0.0,3884.1,,,,,0.0,2606.0
382.07,0.0,3884.1,,,,,0.0,2606.0
383.07,0.0,3884.1,,,,,0.0,2606.0
384.07,0.0,3884.1,,,,,0.0,2606.0
385.07,0.0,3884.1,,,,,0.0,2606.0
386.07,0.0,3884.1,,,,,0.0,2606.0
387.07,0.0,3884.1,,,,,0.0,2606.0
388.07,0.0,3884.1,,,,,0.0,2606.0
389.07,0.0,3884.1,,,,,0.0,2606.0
390.07,0.0,3884.1,,,,,0.0,2606.0
391.07,0.0,3884.1,,,,,0.0,2606.0
392.07,0.0,3884.1,,,,,0.0,2606.0
393.07,0.0,3884.1,,,,,0.0,2606.0
394.07,0.0,3884.1,,,,,0.0,2606.0
395.07,0.0,3884.1,,,,,0.0,2606.0
396.07,0.0,3884.1,,,,,0.0,2606.0
397.07,0.0,3884.1,,,,,0.0,2606.0
398.07,0.0,3884.1,,,,,0.0,2606.0
399.07,0.0,3884.1,,,,,0.0,2606.0
400.07,0.0,3884.1,,,,,0.0,2606.0
401.07,0.0,3884.1,,,,,0.0,2606.0
402.07,0.0,3884.1,,,,,0.0,2606.0
403.07,0.0,3884.1,,,,,0.0,2606.0
404.07,0.0,3884.1,,,,,0.0,2606.0
405.07,0.0,3884.1,,,,,0.0,2606.0
406.07,0.0,3884.1,,,,,0.0,2606.0
407.07,0.0,3884.1,,,,,0.0,2606.0
408.07,0.0,3884.1,,,,,0.0,2606.0
409.07,0.0,3884.1,,,,,0.0,2606.0
410.07,0.0,3884.1,,,,,0.0,2606.0
411.07,0.0,3884.1,,,,,0.0,2606.0
412.07,0.0,3884.1,,,,,0.0,2606.0
413.07,0.0,3884.1,,,,,0.0,2606.0
414.07,0.0,3884.1,,,,,0.0,2606.0
415.07,0.0,3884.1,,,,,0.0,2606.0
416.07,0.0,3884.1,,,,,0.0,2606.0
417.07,0.0,3884.1,,,,,0.0,2606.0
418.07,0.0,3884.1,,,,,0.0,2606.0
419.07,0.0,3884.1,,,,,0.0,2606.0
420.07,0.0,3884.1,,,,,0.0,2606.0
421.07,0.0,3884.1,,,,,0.0,2606.0
422.07,0.0,3884.1,,,,,0.0,2606.0
423.07,0.0,3884.1,,,,,0.0,2606.0
424.07,0.0,3884.1,,,,,0.0,2606.0
425.07,0.0,3884.1,,,,,0.0,2606.0
426.07,0.0,3884.1,,,,,0.0,2606.0
427.07,0.0,3884.1,,,,,0.0,2606.0
428.07,0.0,3884.1,,,,,0.0,2606.0
429.07,0.0,3884.1,,,,,0.0,2606.0
430.07,0.0,3884.1,,,,,0.0,2606.0
431.07,0.0,3884.1,,,,,0.0,2606.0
432.07,0.0,3884.1,,,,,0.0,2606.0
433.07,0.0,3884.1,,,,,0.0,2606.0
434.07,0.0,3884.1,,,,,0.0,2606.0
435.07,0.0,3884.1,,,,,0.0,2606.0
436.07,0.0,3884.1,,,,,0.0,2606.0
437.07,0.0,3884.1,,,,,0.0,2606.0
438.07,0.0,3884.1,,,,,0.0,2606.0
439.07,0.0,3884.1,,,,,0.0,2606.0
440.07,0.0,3884.1,,,,,0.0,2606.0
441.07,0.0,3884.1,,,,,0.0,2606.0
442.07,0.0,3884.1,,,,,0.0,2606.0
443.07,0.0,3884.1,,,,,0.0,2606.0
444.07,0.0,3884.1,,,,,0.0,2606.0
