t_s,gpu_util_pct,mem_used_mib,power_w,temp_c,sclk_mhz,mclk_mhz,util_nc0,util_nc1,util_nc2,util_nc3,host_mem_used_mib
0.0,,,,,,,,,,,
1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,2233.8
